generation,strategy,nAgents,nInnovate,nObserve,nExploit,nRefine,totalPayoffs,avgLifespan,stdLifespan,medLifespan,maxLifespan
18,estagent2,55,0,55,0,0,0,19.0,0.0,19.0,19
18,estagent,45,0,45,0,0,0,19.0,0.0,19.0,19
19,estagent2,55,0,55,0,0,0,20.0,0.0,20.0,20
19,estagent,45,0,45,0,0,0,20.0,0.0,20.0,20
20,estagent2,55,0,55,0,0,0,21.0,0.0,21.0,21
20,estagent,45,0,45,0,0,0,21.0,0.0,21.0,21
21,estagent2,55,0,55,0,0,0,22.0,0.0,22.0,22
21,estagent,45,0,45,0,0,0,22.0,0.0,22.0,22
22,estagent2,55,0,55,0,0,0,23.0,0.0,23.0,23
22,estagent,45,0,45,0,0,0,23.0,0.0,23.0,23
23,estagent2,55,0,55,0,0,0,24.0,0.0,24.0,24
23,estagent,45,0,45,0,0,0,24.0,0.0,24.0,24
24,estagent2,55,0,55,0,0,0,25.0,0.0,25.0,25
24,estagent,45,0,45,0,0,0,25.0,0.0,25.0,25
25,estagent2,55,0,55,0,0,0,26.0,0.0,26.0,26
25,estagent,45,0,45,0,0,0,26.0,0.0,26.0,26
26,estagent2,55,0,55,0,0,0,27.0,0.0,27.0,27
26,estagent,45,0,45,0,0,0,27.0,0.0,27.0,27
27,estagent2,55,0,55,0,0,0,28.0,0.0,28.0,28
27,estagent,45,0,45,0,0,0,28.0,0.0,28.0,28
28,estagent2,55,0,55,0,0,0,29.0,0.0,29.0,29
28,estagent,45,0,45,0,0,0,29.0,0.0,29.0,29
29,estagent2,55,0,55,0,0,0,30.0,0.0,30.0,30
29,estagent,45,0,45,0,0,0,30.0,0.0,30.0,30
30,estagent2,55,0,55,0,0,0,31.0,0.0,31.0,31
30,estagent,45,0,45,0,0,0,31.0,0.0,31.0,31
31,estagent2,55,0,55,0,0,0,32.0,0.0,32.0,32
31,estagent,45,0,45,0,0,0,32.0,0.0,32.0,32
32,estagent2,55,0,55,0,0,0,33.0,0.0,33.0,33
32,estagent,45,0,45,0,0,0,33.0,0.0,33.0,33
33,estagent2,55,0,55,0,0,0,34.0,0.0,34.0,34
33,estagent,45,0,45,0,0,0,34.0,0.0,34.0,34
34,estagent2,55,0,55,0,0,0,35.0,0.0,35.0,35
34,estagent,45,0,45,0,0,0,35.0,0.0,35.0,35
35,estagent2,55,0,55,0,0,0,36.0,0.0,36.0,36
35,estagent,45,0,45,0,0,0,36.0,0.0,36.0,36
36,estagent2,55,0,55,0,0,0,37.0,0.0,37.0,37
36,estagent,45,0,45,0,0,0,37.0,0.0,37.0,37
37,estagent2,55,0,55,0,0,0,38.0,0.0,38.0,38
37,estagent,45,0,45,0,0,0,38.0,0.0,38.0,38
38,estagent2,55,0,55,0,0,0,39.0,0.0,39.0,39
38,estagent,45,0,45,0,0,0,39.0,0.0,39.0,39
39,estagent2,55,0,55,0,0,0,40.0,0.0,40.0,40
39,estagent,45,0,45,0,0,0,40.0,0.0,40.0,40
40,estagent2,55,0,55,0,0,0,41.0,0.0,41.0,41
40,estagent,45,0,45,0,0,0,41.0,0.0,41.0,41
41,estagent2,55,0,55,0,0,0,42.0,0.0,42.0,42
41,estagent,45,0,45,0,0,0,42.0,0.0,42.0,42
42,estagent2,55,0,55,0,0,0,43.0,0.0,43.0,43
42,estagent,45,0,45,0,0,0,43.0,0.0,43.0,43
43,estagent2,55,0,55,0,0,0,44.0,0.0,44.0,44
43,estagent,45,0,45,0,0,0,44.0,0.0,44.0,44
44,estagent2,55,0,55,0,0,0,45.0,0.0,45.0,45
44,estagent,45,0,45,0,0,0,45.0,0.0,45.0,45
45,estagent2,55,0,55,0,0,0,46.0,0.0,46.0,46
45,estagent,45,0,45,0,0,0,46.0,0.0,46.0,46
46,estagent2,55,0,55,0,0,0,47.0,0.0,47.0,47
46,estagent,45,0,45,0,0,0,47.0,0.0,47.0,47
47,estagent2,55,0,55,0,0,0,48.0,0.0,48.0,48
47,estagent,45,0,45,0,0,0,48.0,0.0,48.0,48
48,estagent2,55,0,55,0,0,0,49.0,0.0,49.0,49
48,estagent,45,0,45,0,0,0,49.0,0.0,49.0,49
49,estagent2,55,0,55,0,0,0,50.0,0.0,50.0,50
49,estagent,45,0,45,0,0,0,50.0,0.0,50.0,50
50,estagent2,55,0,55,0,0,0,51.0,0.0,51.0,51
50,estagent,45,0,45,0,0,0,51.0,0.0,51.0,51
51,estagent2,55,0,55,0,0,0,52.0,0.0,52.0,52
51,estagent,45,0,45,0,0,0,52.0,0.0,52.0,52
52,estagent2,55,0,55,0,0,0,53.0,0.0,53.0,53
52,estagent,45,0,45,0,0,0,53.0,0.0,53.0,53
53,estagent2,55,0,55,0,0,0,54.0,0.0,54.0,54
53,estagent,45,0,45,0,0,0,54.0,0.0,54.0,54
54,estagent2,55,0,55,0,0,0,55.0,0.0,55.0,55
54,estagent,45,0,45,0,0,0,55.0,0.0,55.0,55
55,estagent2,55,0,55,0,0,0,56.0,0.0,56.0,56
55,estagent,45,0,45,0,0,0,56.0,0.0,56.0,56
56,estagent2,55,0,55,0,0,0,57.0,0.0,57.0,57
56,estagent,45,0,45,0,0,0,57.0,0.0,57.0,57
57,estagent2,55,0,55,0,0,0,58.0,0.0,58.0,58
57,estagent,45,0,45,0,0,0,58.0,0.0,58.0,58
58,estagent2,55,0,55,0,0,0,59.0,0.0,59.0,59
58,estagent,45,0,45,0,0,0,59.0,0.0,59.0,59
59,estagent2,55,0,55,0,0,0,60.0,0.0,60.0,60
59,estagent,45,0,45,0,0,0,60.0,0.0,60.0,60
60,estagent2,55,0,55,0,0,0,61.0,0.0,61.0,61
60,estagent,45,0,45,0,0,0,61.0,0.0,61.0,61
61,estagent2,55,0,55,0,0,0,62.0,0.0,62.0,62
61,estagent,45,0,45,0,0,0,62.0,0.0,62.0,62
62,estagent2,55,0,55,0,0,0,63.0,0.0,63.0,63
62,estagent,45,0,45,0,0,0,63.0,0.0,63.0,63
63,estagent2,55,0,55,0,0,0,64.0,0.0,64.0,64
63,estagent,45,0,45,0,0,0,64.0,0.0,64.0,64
64,estagent2,55,0,55,0,0,0,65.0,0.0,65.0,65
64,estagent,45,0,45,0,0,0,65.0,0.0,65.0,65
65,estagent2,55,0,55,0,0,0,66.0,0.0,66.0,66
65,estagent,45,0,45,0,0,0,66.0,0.0,66.0,66
66,estagent2,55,0,55,0,0,0,67.0,0.0,67.0,67
66,estagent,45,0,45,0,0,0,67.0,0.0,67.0,67
67,estagent2,55,0,55,0,0,0,68.0,0.0,68.0,68
67,estagent,45,0,45,0,0,0,68.0,0.0,68.0,68
68,estagent2,55,0,55,0,0,0,69.0,0.0,69.0,69
68,estagent,45,0,45,0,0,0,69.0,0.0,69.0,69
69,estagent2,55,0,55,0,0,0,70.0,0.0,70.0,70
69,estagent,45,0,45,0,0,0,70.0,0.0,70.0,70
70,estagent2,55,0,55,0,0,0,71.0,0.0,71.0,71
70,estagent,45,0,45,0,0,0,71.0,0.0,71.0,71
71,estagent2,55,0,55,0,0,0,72.0,0.0,72.0,72
71,estagent,45,0,45,0,0,0,72.0,0.0,72.0,72
72,estagent2,55,0,55,0,0,0,73.0,0.0,73.0,73
72,estagent,45,0,45,0,0,0,73.0,0.0,73.0,73
73,estagent2,55,0,55,0,0,0,74.0,0.0,74.0,74
73,estagent,45,0,45,0,0,0,74.0,0.0,74.0,74
74,estagent2,55,0,55,0,0,0,75.0,0.0,75.0,75
74,estagent,45,0,45,0,0,0,75.0,0.0,75.0,75
75,estagent2,55,0,55,0,0,0,76.0,0.0,76.0,76
75,estagent,45,0,45,0,0,0,76.0,0.0,76.0,76
76,estagent2,55,0,55,0,0,0,77.0,0.0,77.0,77
76,estagent,45,0,45,0,0,0,77.0,0.0,77.0,77
77,estagent2,55,0,55,0,0,0,78.0,0.0,78.0,78
77,estagent,45,0,45,0,0,0,78.0,0.0,78.0,78
78,estagent2,55,0,55,0,0,0,79.0,0.0,79.0,79
78,estagent,45,0,45,0,0,0,79.0,0.0,79.0,79
79,estagent2,55,0,55,0,0,0,80.0,0.0,80.0,80
79,estagent,45,0,45,0,0,0,80.0,0.0,80.0,80
80,estagent2,55,0,55,0,0,0,81.0,0.0,81.0,81
80,estagent,45,0,45,0,0,0,81.0,0.0,81.0,81
81,estagent2,55,0,55,0,0,0,82.0,0.0,82.0,82
81,estagent,45,0,45,0,0,0,82.0,0.0,82.0,82
82,estagent2,55,0,55,0,0,0,83.0,0.0,83.0,83
82,estagent,45,0,45,0,0,0,83.0,0.0,83.0,83
83,estagent2,55,0,55,0,0,0,84.0,0.0,84.0,84
83,estagent,45,0,45,0,0,0,84.0,0.0,84.0,84
84,estagent2,55,0,55,0,0,0,85.0,0.0,85.0,85
84,estagent,45,0,45,0,0,0,85.0,0.0,85.0,85
85,estagent2,55,0,55,0,0,0,86.0,0.0,86.0,86
85,estagent,45,0,45,0,0,0,86.0,0.0,86.0,86
86,estagent2,55,0,55,0,0,0,87.0,0.0,87.0,87
86,estagent,45,0,45,0,0,0,87.0,0.0,87.0,87
87,estagent2,55,0,55,0,0,0,88.0,0.0,88.0,88
87,estagent,45,0,45,0,0,0,88.0,0.0,88.0,88
88,estagent2,55,0,55,0,0,0,89.0,0.0,89.0,89
88,estagent,45,0,45,0,0,0,89.0,0.0,89.0,89
89,estagent2,55,0,55,0,0,0,90.0,0.0,90.0,90
89,estagent,45,0,45,0,0,0,90.0,0.0,90.0,90
90,estagent2,55,0,55,0,0,0,91.0,0.0,91.0,91
90,estagent,45,0,45,0,0,0,91.0,0.0,91.0,91
91,estagent2,55,0,55,0,0,0,92.0,0.0,92.0,92
91,estagent,45,0,45,0,0,0,92.0,0.0,92.0,92
92,estagent2,55,0,55,0,0,0,93.0,0.0,93.0,93
92,estagent,45,0,45,0,0,0,93.0,0.0,93.0,93
93,estagent2,55,0,55,0,0,0,94.0,0.0,94.0,94
93,estagent,45,0,45,0,0,0,94.0,0.0,94.0,94
94,estagent2,55,0,55,0,0,0,95.0,0.0,95.0,95
94,estagent,45,0,45,0,0,0,95.0,0.0,95.0,95
95,estagent2,55,0,55,0,0,0,96.0,0.0,96.0,96
95,estagent,45,0,45,0,0,0,96.0,0.0,96.0,96
96,estagent2,55,0,55,0,0,0,97.0,0.0,97.0,97
96,estagent,45,0,45,0,0,0,97.0,0.0,97.0,97
97,estagent2,55,0,55,0,0,0,98.0,0.0,98.0,98
97,estagent,45,0,45,0,0,0,98.0,0.0,98.0,98
98,estagent2,55,0,55,0,0,0,99.0,0.0,99.0,99
98,estagent,45,0,45,0,0,0,99.0,0.0,99.0,99
99,estagent2,55,0,55,0,0,0,100.0,0.0,100.0,100
99,estagent,45,0,45,0,0,0,100.0,0.0,100.0,100
100,estagent2,55,0,55,0,0,0,101.0,0.0,101.0,101
100,estagent,45,0,45,0,0,0,101.0,0.0,101.0,101
101,estagent2,55,0,55,0,0,0,102.0,0.0,102.0,102
101,estagent,45,0,45,0,0,0,102.0,0.0,102.0,102
102,estagent2,55,0,55,0,0,0,103.0,0.0,103.0,103
102,estagent,45,0,45,0,0,0,103.0,0.0,103.0,103
103,estagent2,55,0,55,0,0,0,104.0,0.0,104.0,104
103,estagent,45,0,45,0,0,0,104.0,0.0,104.0,104
104,estagent2,55,0,55,0,0,0,105.0,0.0,105.0,105
104,estagent,45,0,45,0,0,0,105.0,0.0,105.0,105
105,estagent2,55,0,55,0,0,0,106.0,0.0,106.0,106
105,estagent,45,0,45,0,0,0,106.0,0.0,106.0,106
106,estagent2,55,0,55,0,0,0,107.0,0.0,107.0,107
106,estagent,45,0,45,0,0,0,107.0,0.0,107.0,107
107,estagent2,55,0,55,0,0,0,108.0,0.0,108.0,108
107,estagent,45,0,45,0,0,0,108.0,0.0,108.0,108
108,estagent2,55,0,55,0,0,0,109.0,0.0,109.0,109
108,estagent,45,0,45,0,0,0,109.0,0.0,109.0,109
109,estagent2,55,0,55,0,0,0,110.0,0.0,110.0,110
109,estagent,45,0,45,0,0,0,110.0,0.0,110.0,110
110,estagent2,55,0,55,0,0,0,111.0,0.0,111.0,111
110,estagent,45,0,45,0,0,0,111.0,0.0,111.0,111
111,estagent2,55,0,55,0,0,0,112.0,0.0,112.0,112
111,estagent,45,0,45,0,0,0,112.0,0.0,112.0,112
112,estagent2,55,0,55,0,0,0,113.0,0.0,113.0,113
112,estagent,45,0,45,0,0,0,113.0,0.0,113.0,113
113,estagent2,55,0,55,0,0,0,114.0,0.0,114.0,114
113,estagent,45,0,45,0,0,0,114.0,0.0,114.0,114
114,estagent2,55,0,55,0,0,0,115.0,0.0,115.0,115
114,estagent,45,0,45,0,0,0,115.0,0.0,115.0,115
115,estagent2,55,0,55,0,0,0,116.0,0.0,116.0,116
115,estagent,45,0,45,0,0,0,116.0,0.0,116.0,116
116,estagent2,55,0,55,0,0,0,117.0,0.0,117.0,117
116,estagent,45,0,45,0,0,0,117.0,0.0,117.0,117
117,estagent2,55,0,55,0,0,0,118.0,0.0,118.0,118
117,estagent,45,0,45,0,0,0,118.0,0.0,118.0,118
118,estagent2,55,0,55,0,0,0,119.0,0.0,119.0,119
118,estagent,45,0,45,0,0,0,119.0,0.0,119.0,119
119,estagent2,55,0,55,0,0,0,120.0,0.0,120.0,120
119,estagent,45,0,45,0,0,0,120.0,0.0,120.0,120
120,estagent2,55,0,55,0,0,0,121.0,0.0,121.0,121
120,estagent,45,0,45,0,0,0,121.0,0.0,121.0,121
121,estagent2,55,0,55,0,0,0,122.0,0.0,122.0,122
121,estagent,45,0,45,0,0,0,122.0,0.0,122.0,122
122,estagent2,55,0,55,0,0,0,123.0,0.0,123.0,123
122,estagent,45,0,45,0,0,0,123.0,0.0,123.0,123
123,estagent2,55,0,55,0,0,0,124.0,0.0,124.0,124
123,estagent,45,0,45,0,0,0,124.0,0.0,124.0,124
124,estagent2,55,0,55,0,0,0,125.0,0.0,125.0,125
124,estagent,45,0,45,0,0,0,125.0,0.0,125.0,125
125,estagent2,55,0,55,0,0,0,126.0,0.0,126.0,126
125,estagent,45,0,45,0,0,0,126.0,0.0,126.0,126
126,estagent2,55,0,55,0,0,0,127.0,0.0,127.0,127
126,estagent,45,0,45,0,0,0,127.0,0.0,127.0,127
127,estagent2,55,0,55,0,0,0,128.0,0.0,128.0,128
127,estagent,45,0,45,0,0,0,128.0,0.0,128.0,128
128,estagent2,55,0,55,0,0,0,129.0,0.0,129.0,129
128,estagent,45,0,45,0,0,0,129.0,0.0,129.0,129
129,estagent2,55,0,55,0,0,0,130.0,0.0,130.0,130
129,estagent,45,0,45,0,0,0,130.0,0.0,130.0,130
130,estagent2,55,0,55,0,0,0,131.0,0.0,131.0,131
130,estagent,45,0,45,0,0,0,131.0,0.0,131.0,131
131,estagent2,55,0,55,0,0,0,132.0,0.0,132.0,132
131,estagent,45,0,45,0,0,0,132.0,0.0,132.0,132
132,estagent2,55,0,55,0,0,0,133.0,0.0,133.0,133
132,estagent,45,0,45,0,0,0,133.0,0.0,133.0,133
133,estagent2,55,0,55,0,0,0,134.0,0.0,134.0,134
133,estagent,45,0,45,0,0,0,134.0,0.0,134.0,134
134,estagent2,55,0,55,0,0,0,135.0,0.0,135.0,135
134,estagent,45,0,45,0,0,0,135.0,0.0,135.0,135
135,estagent2,55,0,55,0,0,0,136.0,0.0,136.0,136
135,estagent,45,0,45,0,0,0,136.0,0.0,136.0,136
136,estagent2,55,0,55,0,0,0,137.0,0.0,137.0,137
136,estagent,45,0,45,0,0,0,137.0,0.0,137.0,137
137,estagent2,55,0,55,0,0,0,138.0,0.0,138.0,138
137,estagent,45,0,45,0,0,0,138.0,0.0,138.0,138
138,estagent2,55,0,55,0,0,0,139.0,0.0,139.0,139
138,estagent,45,0,45,0,0,0,139.0,0.0,139.0,139
139,estagent2,55,0,55,0,0,0,140.0,0.0,140.0,140
139,estagent,45,0,45,0,0,0,140.0,0.0,140.0,140
140,estagent2,55,0,55,0,0,0,141.0,0.0,141.0,141
140,estagent,45,0,45,0,0,0,141.0,0.0,141.0,141
141,estagent2,55,0,55,0,0,0,142.0,0.0,142.0,142
141,estagent,45,0,45,0,0,0,142.0,0.0,142.0,142
142,estagent2,55,0,55,0,0,0,143.0,0.0,143.0,143
142,estagent,45,0,45,0,0,0,143.0,0.0,143.0,143
143,estagent2,55,0,55,0,0,0,144.0,0.0,144.0,144
143,estagent,45,0,45,0,0,0,144.0,0.0,144.0,144
144,estagent2,55,0,55,0,0,0,145.0,0.0,145.0,145
144,estagent,45,0,45,0,0,0,145.0,0.0,145.0,145
145,estagent2,55,0,55,0,0,0,146.0,0.0,146.0,146
145,estagent,45,0,45,0,0,0,146.0,0.0,146.0,146
146,estagent2,55,0,55,0,0,0,147.0,0.0,147.0,147
146,estagent,45,0,45,0,0,0,147.0,0.0,147.0,147
147,estagent2,55,0,55,0,0,0,148.0,0.0,148.0,148
147,estagent,45,0,45,0,0,0,148.0,0.0,148.0,148
148,estagent2,55,0,55,0,0,0,149.0,0.0,149.0,149
148,estagent,45,0,45,0,0,0,149.0,0.0,149.0,149
149,estagent2,55,0,55,0,0,0,150.0,0.0,150.0,150
149,estagent,45,0,45,0,0,0,150.0,0.0,150.0,150
150,estagent2,55,0,55,0,0,0,151.0,0.0,151.0,151
150,estagent,45,0,45,0,0,0,151.0,0.0,151.0,151
151,estagent2,55,0,55,0,0,0,152.0,0.0,152.0,152
151,estagent,45,0,45,0,0,0,152.0,0.0,152.0,152
152,estagent2,55,0,55,0,0,0,153.0,0.0,153.0,153
152,estagent,45,0,45,0,0,0,153.0,0.0,153.0,153
153,estagent2,55,0,55,0,0,0,154.0,0.0,154.0,154
153,estagent,45,0,45,0,0,0,154.0,0.0,154.0,154
154,estagent2,55,0,55,0,0,0,155.0,0.0,155.0,155
154,estagent,45,0,45,0,0,0,155.0,0.0,155.0,155
155,estagent2,55,0,55,0,0,0,156.0,0.0,156.0,156
155,estagent,45,0,45,0,0,0,156.0,0.0,156.0,156
156,estagent2,55,0,55,0,0,0,157.0,0.0,157.0,157
156,estagent,45,0,45,0,0,0,157.0,0.0,157.0,157
157,estagent2,55,0,55,0,0,0,158.0,0.0,158.0,158
157,estagent,45,0,45,0,0,0,158.0,0.0,158.0,158
158,estagent2,55,0,55,0,0,0,159.0,0.0,159.0,159
158,estagent,45,0,45,0,0,0,159.0,0.0,159.0,159
159,estagent2,55,0,55,0,0,0,160.0,0.0,160.0,160
159,estagent,45,0,45,0,0,0,160.0,0.0,160.0,160
160,estagent2,55,0,55,0,0,0,161.0,0.0,161.0,161
160,estagent,45,0,45,0,0,0,161.0,0.0,161.0,161
161,estagent2,55,0,55,0,0,0,162.0,0.0,162.0,162
161,estagent,45,0,45,0,0,0,162.0,0.0,162.0,162
162,estagent2,55,0,55,0,0,0,163.0,0.0,163.0,163
162,estagent,45,0,45,0,0,0,163.0,0.0,163.0,163
163,estagent2,55,0,55,0,0,0,164.0,0.0,164.0,164
163,estagent,45,0,45,0,0,0,164.0,0.0,164.0,164
164,estagent2,55,0,55,0,0,0,165.0,0.0,165.0,165
164,estagent,45,0,45,0,0,0,165.0,0.0,165.0,165
165,estagent2,55,0,55,0,0,0,166.0,0.0,166.0,166
165,estagent,45,0,45,0,0,0,166.0,0.0,166.0,166
166,estagent2,55,0,55,0,0,0,167.0,0.0,167.0,167
166,estagent,45,0,45,0,0,0,167.0,0.0,167.0,167
167,estagent2,55,0,55,0,0,0,168.0,0.0,168.0,168
167,estagent,45,0,45,0,0,0,168.0,0.0,168.0,168
168,estagent2,55,0,55,0,0,0,169.0,0.0,169.0,169
168,estagent,45,0,45,0,0,0,169.0,0.0,169.0,169
169,estagent2,55,0,55,0,0,0,170.0,0.0,170.0,170
169,estagent,45,0,45,0,0,0,170.0,0.0,170.0,170
170,estagent2,55,0,55,0,0,0,171.0,0.0,171.0,171
170,estagent,45,0,45,0,0,0,171.0,0.0,171.0,171
171,estagent2,55,0,55,0,0,0,172.0,0.0,172.0,172
171,estagent,45,0,45,0,0,0,172.0,0.0,172.0,172
172,estagent2,55,0,55,0,0,0,173.0,0.0,173.0,173
172,estagent,45,0,45,0,0,0,173.0,0.0,173.0,173
173,estagent2,55,0,55,0,0,0,174.0,0.0,174.0,174
173,estagent,45,0,45,0,0,0,174.0,0.0,174.0,174
174,estagent2,55,0,55,0,0,0,175.0,0.0,175.0,175
174,estagent,45,0,45,0,0,0,175.0,0.0,175.0,175
175,estagent2,55,0,55,0,0,0,176.0,0.0,176.0,176
175,estagent,45,0,45,0,0,0,176.0,0.0,176.0,176
176,estagent2,55,0,55,0,0,0,177.0,0.0,177.0,177
176,estagent,45,0,45,0,0,0,177.0,0.0,177.0,177
177,estagent2,55,0,55,0,0,0,178.0,0.0,178.0,178
177,estagent,45,0,45,0,0,0,178.0,0.0,178.0,178
178,estagent2,55,0,55,0,0,0,179.0,0.0,179.0,179
178,estagent,45,0,45,0,0,0,179.0,0.0,179.0,179
179,estagent2,55,0,55,0,0,0,180.0,0.0,180.0,180
179,estagent,45,0,45,0,0,0,180.0,0.0,180.0,180
180,estagent2,55,0,55,0,0,0,181.0,0.0,181.0,181
180,estagent,45,0,45,0,0,0,181.0,0.0,181.0,181
181,estagent2,55,0,55,0,0,0,182.0,0.0,182.0,182
181,estagent,45,0,45,0,0,0,182.0,0.0,182.0,182
182,estagent2,55,0,55,0,0,0,183.0,0.0,183.0,183
182,estagent,45,0,45,0,0,0,183.0,0.0,183.0,183
183,estagent2,55,0,55,0,0,0,184.0,0.0,184.0,184
183,estagent,45,0,45,0,0,0,184.0,0.0,184.0,184
184,estagent2,55,0,55,0,0,0,185.0,0.0,185.0,185
184,estagent,45,0,45,0,0,0,185.0,0.0,185.0,185
185,estagent2,55,0,55,0,0,0,186.0,0.0,186.0,186
185,estagent,45,0,45,0,0,0,186.0,0.0,186.0,186
186,estagent2,55,0,55,0,0,0,187.0,0.0,187.0,187
186,estagent,45,0,45,0,0,0,187.0,0.0,187.0,187
187,estagent2,55,0,55,0,0,0,188.0,0.0,188.0,188
187,estagent,45,0,45,0,0,0,188.0,0.0,188.0,188
188,estagent2,55,0,55,0,0,0,189.0,0.0,189.0,189
188,estagent,45,0,45,0,0,0,189.0,0.0,189.0,189
189,estagent2,55,0,55,0,0,0,190.0,0.0,190.0,190
189,estagent,45,0,45,0,0,0,190.0,0.0,190.0,190
190,estagent2,55,0,55,0,0,0,191.0,0.0,191.0,191
190,estagent,45,0,45,0,0,0,191.0,0.0,191.0,191
191,estagent2,55,0,55,0,0,0,192.0,0.0,192.0,192
191,estagent,45,0,45,0,0,0,192.0,0.0,192.0,192
192,estagent2,55,0,55,0,0,0,193.0,0.0,193.0,193
192,estagent,45,0,45,0,0,0,193.0,0.0,193.0,193
193,estagent2,55,0,55,0,0,0,194.0,0.0,194.0,194
193,estagent,45,0,45,0,0,0,194.0,0.0,194.0,194
194,estagent2,55,0,55,0,0,0,195.0,0.0,195.0,195
194,estagent,45,0,45,0,0,0,195.0,0.0,195.0,195
195,estagent2,55,0,55,0,0,0,196.0,0.0,196.0,196
195,estagent,45,0,45,0,0,0,196.0,0.0,196.0,196
196,estagent2,55,0,55,0,0,0,197.0,0.0,197.0,197
196,estagent,45,0,45,0,0,0,197.0,0.0,197.0,197
197,estagent2,55,0,55,0,0,0,198.0,0.0,198.0,198
197,estagent,45,0,45,0,0,0,198.0,0.0,198.0,198
198,estagent2,55,0,55,0,0,0,199.0,0.0,199.0,199
198,estagent,45,0,45,0,0,0,199.0,0.0,199.0,199
199,estagent2,55,0,55,0,0,0,200.0,0.0,200.0,200
199,estagent,45,0,45,0,0,0,200.0,0.0,200.0,200
200,estagent2,55,0,55,0,0,0,201.0,0.0,201.0,201
200,estagent,45,0,45,0,0,0,201.0,0.0,201.0,201
201,estagent2,55,0,55,0,0,0,202.0,0.0,202.0,202
201,estagent,45,0,45,0,0,0,202.0,0.0,202.0,202
202,estagent2,55,0,55,0,0,0,203.0,0.0,203.0,203
202,estagent,45,0,45,0,0,0,203.0,0.0,203.0,203
203,estagent2,55,0,55,0,0,0,204.0,0.0,204.0,204
203,estagent,45,0,45,0,0,0,204.0,0.0,204.0,204
204,estagent2,55,0,55,0,0,0,205.0,0.0,205.0,205
204,estagent,45,0,45,0,0,0,205.0,0.0,205.0,205
205,estagent2,55,0,55,0,0,0,206.0,0.0,206.0,206
205,estagent,45,0,45,0,0,0,206.0,0.0,206.0,206
206,estagent2,55,0,55,0,0,0,207.0,0.0,207.0,207
206,estagent,45,0,45,0,0,0,207.0,0.0,207.0,207
207,estagent2,55,0,55,0,0,0,208.0,0.0,208.0,208
207,estagent,45,0,45,0,0,0,208.0,0.0,208.0,208
208,estagent2,55,0,55,0,0,0,209.0,0.0,209.0,209
208,estagent,45,0,45,0,0,0,209.0,0.0,209.0,209
209,estagent2,55,0,55,0,0,0,210.0,0.0,210.0,210
209,estagent,45,0,45,0,0,0,210.0,0.0,210.0,210
210,estagent2,55,0,55,0,0,0,211.0,0.0,211.0,211
210,estagent,45,0,45,0,0,0,211.0,0.0,211.0,211
211,estagent2,55,0,55,0,0,0,212.0,0.0,212.0,212
211,estagent,45,0,45,0,0,0,212.0,0.0,212.0,212
212,estagent2,55,0,55,0,0,0,213.0,0.0,213.0,213
212,estagent,45,0,45,0,0,0,213.0,0.0,213.0,213
