generation,strategy,nAgents,nInnovate,nObserve,nExploit,nRefine,totalPayoffs,avgLifespan,stdLifespan,medLifespan,maxLifespan
70,exagent,31,0,0,31,0,123.0,55.4838709677,21.6017785524,68.0,71
71,estagent,68,0,2,66,0,403.0,35.1911764706,21.9627072644,32.0,72
71,exagent,32,2,19,11,0,117.0,52.53125,24.9261213075,68.0,72
72,estagent,69,0,4,65,0,530.0,33.9130434783,23.0102303212,30.0,73
72,exagent,31,0,0,31,0,131.0,53.4838709677,25.323546314,69.0,73
73,estagent,70,0,3,67,0,755.0,33.5571428571,23.6906465656,30.0,74
73,exagent,30,0,20,10,0,125.0,54.9,25.6376676006,70.5,74
74,estagent,71,0,1,70,0,1088.0,34.0845070423,23.8532759606,31.0,75
74,exagent,29,0,0,29,0,134.0,57.4827586207,24.5927108484,72.0,75
75,estagent,71,0,1,70,0,1506.0,34.0985915493,23.7949899624,31.0,76
75,exagent,29,0,19,10,0,125.0,58.4827586207,24.5927108484,73.0,76
76,estagent,72,0,3,69,0,1689.0,33.375,24.4093774671,30.0,77
76,exagent,28,0,0,28,0,175.0,58.8571428571,24.8002221847,73.5,77
77,estagent,72,0,3,69,0,1813.0,32.2777777778,24.7393199304,29.5,78
77,exagent,28,0,18,10,0,125.0,59.8571428571,24.8002221847,74.5,78
78,estagent,72,0,1,71,0,1863.0,33.2638888889,24.7571499524,30.5,79
78,exagent,28,0,0,28,0,253.0,60.8571428571,24.8002221847,75.5,79
79,estagent,73,0,3,70,0,1861.0,33.2739726027,25.2598876742,31.0,80
79,exagent,27,0,18,9,0,103.0,63.5555555556,23.6021551642,77.0,80
80,estagent,73,0,0,73,0,1941.0,34.2739726027,25.2598876742,32.0,81
80,exagent,27,0,0,27,0,319.0,64.5555555556,23.6021551642,78.0,81
81,estagent,74,0,1,73,0,2211.0,34.8108108108,25.3988059283,31.5,82
81,exagent,26,0,18,8,0,103.0,65.5384615385,24.0515964115,79.5,82
82,estagent,74,0,1,73,0,2217.0,35.6621621622,25.5693424045,32.5,83
82,exagent,26,0,0,26,0,484.0,66.5384615385,24.0515964115,80.5,83
83,estagent,73,0,3,70,0,1965.0,35.8630136986,26.4959625089,32.0,84
83,exagent,27,1,17,9,0,85.0,65.0740740741,26.7386887486,81.0,84
