generation,strategy,nAgents,nInnovate,nObserve,nExploit,nRefine,totalPayoffs,avgLifespan,stdLifespan,medLifespan,maxLifespan
31,estagent_numpy,46,0,2,44,0,824.0,19.4565217391,11.7078690033,17.0,32
31,dmn,54,0,25,29,0,541.0,22.5740740741,10.8193959095,28.0,32
32,estagent_numpy,46,0,2,44,0,824.0,20.0434782609,12.1725930961,18.0,33
32,dmn,54,0,25,29,0,541.0,22.9814814815,11.1579414349,27.0,33
33,estagent_numpy,48,0,2,46,0,864.0,20.2083333333,12.5713933419,18.5,34
33,dmn,52,0,23,29,0,541.0,24.1153846154,11.0360490529,28.0,34
34,estagent_numpy,48,0,1,47,0,884.0,21.0208333333,12.8021638525,19.5,35
34,dmn,52,0,25,27,0,501.0,25.0769230769,11.1162496336,29.0,35
35,estagent_numpy,49,0,1,48,0,904.0,21.5918367347,13.0147771075,20.0,36
35,dmn,51,0,26,25,0,461.0,25.7647058824,11.3648723245,29.0,36
36,estagent_numpy,49,0,2,47,0,884.0,22.0204081633,13.6284363514,21.0,37
36,dmn,51,0,26,25,0,458.0,26.0588235294,11.8162595932,29.0,37
37,estagent_numpy,48,0,1,47,0,888.0,21.9375,13.7544027042,19.5,38
37,dmn,52,0,28,24,0,456.0,25.8653846154,12.9094909126,28.0,38
38,estagent_numpy,48,0,2,46,0,868.0,22.25,14.3621319216,18.5,39
38,dmn,52,0,26,26,0,496.0,26.1346153846,13.2723379863,29.0,39
39,estagent_numpy,50,0,2,48,0,278.0,22.36,14.7319516698,19.0,40
39,dmn,50,0,25,25,0,120.0,26.76,13.7354432036,30.0,40
40,estagent_numpy,51,0,2,49,0,725.0,22.9019607843,14.9407390189,20.0,41
40,dmn,49,0,24,25,0,373.0,26.6734693878,14.0993381739,31.0,41
41,estagent_numpy,53,0,2,51,0,814.0,23.0377358491,15.2920774458,20.0,42
41,dmn,47,0,25,22,0,401.0,26.5319148936,15.0458180573,31.0,42
42,estagent_numpy,53,0,0,53,0,939.0,24.0377358491,15.2920774458,21.0,43
42,dmn,47,0,22,25,0,463.0,27.5319148936,15.0458180573,32.0,43
43,estagent_numpy,53,0,0,53,0,944.0,25.0377358491,15.2920774458,22.0,44
43,dmn,47,0,22,25,0,456.0,28.5319148936,15.0458180573,33.0,44
44,estagent_numpy,52,0,2,50,0,898.0,25.6538461538,15.9818221443,23.5,45
44,dmn,48,0,23,25,0,467.0,28.9375,15.4358973527,33.5,45
45,estagent_numpy,52,0,0,52,0,939.0,26.6538461538,15.9818221443,24.5,46
45,dmn,48,0,23,25,0,467.0,29.8125,15.6440300781,34.5,46
46,estagent_numpy,53,0,2,51,0,582.0,26.9056603774,16.5327167361,25.0,47
46,dmn,47,0,22,25,0,255.0,30.2340425532,15.9816553958,35.0,47
47,estagent_numpy,54,0,3,51,0,778.0,27.1851851852,17.0544596905,25.5,48
47,dmn,46,0,21,25,0,390.0,31.0869565217,16.1229327451,34.5,48
48,estagent_numpy,54,0,0,54,0,838.0,28.1851851852,17.0544596905,26.5,49
48,dmn,46,0,20,26,0,392.0,32.0869565217,16.1229327451,35.5,49
49,estagent_numpy,54,0,1,53,0,830.0,28.7037037037,17.4712776247,27.0,50
49,dmn,46,0,21,25,0,390.0,32.2608695652,17.1761143333,36.5,50
50,estagent_numpy,55,0,2,53,0,830.0,29.1272727273,17.8132275116,27.0,51
50,dmn,45,0,20,25,0,381.0,33.7777777778,17.0344603527,39.0,51
51,estagent_numpy,56,0,1,55,0,848.0,29.6071428571,18.0699815909,27.5,52
51,dmn,44,0,19,25,0,395.0,34.2272727273,17.3019489658,38.5,52
52,estagent_numpy,54,0,1,53,0,830.0,30.9814814815,18.4194851948,30.0,53
52,dmn,46,0,20,26,0,397.0,33.7391304348,18.3047092807,37.0,53
53,estagent_numpy,53,0,0,53,0,830.0,32.3962264151,18.3409425723,32.0,54
53,dmn,47,0,19,28,0,443.0,34.0212765957,18.7520090971,37.0,54
54,estagent_numpy,53,0,1,52,0,814.0,33.2641509434,18.5473905436,33.0,55
54,dmn,47,0,19,28,0,443.0,34.6595744681,19.2345838749,38.0,55
55,estagent_numpy,52,0,2,50,0,768.0,32.4615384615,19.1486709104,31.5,56
55,dmn,48,0,21,27,0,427.0,34.9375,19.6663907996,37.5,56
56,estagent_numpy,51,0,0,51,0,798.0,33.4705882353,19.3353815087,32.0,57
56,dmn,49,0,21,28,0,429.0,35.2244897959,20.0817363528,37.0,57
57,estagent_numpy,50,0,1,49,0,766.0,32.86,19.4679326072,32.5,58
57,dmn,50,0,22,28,0,443.0,34.94,21.0336967745,37.5,58
58,estagent_numpy,50,0,1,49,0,766.0,32.7,19.6624006673,32.5,59
58,dmn,50,0,20,30,0,475.0,35.94,21.0336967745,38.5,59
59,estagent_numpy,52,0,3,49,0,766.0,31.9038461538,20.7311170943,31.5,60
59,dmn,48,0,20,28,0,443.0,37.4791666667,21.1738730351,41.5,60
60,estagent_numpy,53,0,1,52,0,814.0,32.3018867925,20.9883929339,31.0,61
60,dmn,47,0,18,29,0,459.0,38.0,21.1388519989,41.0,61
61,estagent_numpy,53,0,1,52,0,814.0,33.0754716981,21.2690305965,32.0,62
61,dmn,47,0,19,28,0,443.0,37.7021276596,21.5553862485,41.0,62
62,estagent_numpy,53,0,1,52,0,814.0,33.4150943396,21.7372247992,31.0,63
62,dmn,47,0,19,28,0,443.0,38.4255319149,21.9503740877,42.0,63
63,estagent_numpy,52,0,0,52,0,814.0,34.3269230769,21.9358515413,32.0,64
63,dmn,48,0,20,28,0,443.0,38.625,22.4031480303,42.0,64
64,estagent_numpy,52,0,1,51,0,798.0,34.0961538462,22.0316726689,32.0,65
64,dmn,48,0,19,29,0,459.0,39.625,22.4031480303,43.0,65
65,estagent_numpy,51,0,3,48,0,755.0,34.1764705882,23.135327271,32.0,66
65,dmn,49,0,20,29,0,459.0,38.9183673469,23.5040914673,42.0,66
66,estagent_numpy,50,0,0,50,0,771.0,35.74,23.0163507099,34.0,67
66,dmn,50,0,21,29,0,459.0,39.14,23.8972885491,43.0,67
67,estagent_numpy,51,0,2,49,0,771.0,35.3529411765,23.8227305603,32.0,68
67,dmn,49,0,20,29,0,443.0,39.5714285714,23.8027609443,44.0,68
68,estagent_numpy,52,0,1,51,0,803.0,35.6730769231,24.0869587711,32.0,69
68,dmn,48,0,20,28,0,443.0,39.6458333333,24.1190533114,43.5,69
69,estagent_numpy,51,0,0,51,0,803.0,36.3137254902,24.1835223404,32.0,70
69,dmn,49,0,21,28,0,443.0,38.5306122449,24.8481938249,43.0,70
70,estagent_numpy,51,0,0,51,0,803.0,37.3137254902,24.1835223404,33.0,71
70,dmn,49,0,21,28,0,443.0,37.7959183673,25.3674864954,34.0,71
71,estagent_numpy,52,0,1,51,0,803.0,37.5961538462,24.4919607025,33.5,72
71,dmn,48,0,21,27,0,427.0,38.625,25.6739370114,35.0,72
72,estagent_numpy,52,0,2,50,0,787.0,37.8076923077,25.206103093,33.0,73
72,dmn,48,0,20,28,0,443.0,39.2083333333,26.1310466155,36.0,73
73,estagent_numpy,52,0,0,52,0,819.0,38.8076923077,25.206103093,34.0,74
73,dmn,48,0,20,28,0,443.0,40.2083333333,26.1310466155,37.0,74
74,estagent_numpy,53,0,1,52,0,819.0,39.0754716981,25.5193962907,34.0,75
74,dmn,47,0,20,27,0,427.0,40.4893617021,25.9335257759,38.0,75
75,estagent_numpy,53,0,3,50,0,787.0,37.1886792453,26.4653968482,32.0,76
75,dmn,47,0,22,25,0,395.0,40.6808510638,26.5827542743,36.0,76
76,estagent_numpy,53,0,0,53,0,821.0,38.1886792453,26.4653968482,33.0,77
76,dmn,47,0,22,25,0,395.0,41.6808510638,26.5827542743,37.0,77
77,estagent_numpy,53,0,0,53,0,824.0,39.1886792453,26.4653968482,34.0,78
77,dmn,47,0,23,24,0,379.0,41.7659574468,27.5790644974,38.0,78
78,estagent_numpy,53,0,0,53,0,835.0,40.1886792453,26.4653968482,35.0,79
78,dmn,47,0,22,25,0,381.0,41.9787234043,28.2243966912,39.0,79
79,estagent_numpy,53,0,1,52,0,819.0,40.3018867925,27.0042518704,34.0,80
79,dmn,47,0,23,24,0,365.0,41.2978723404,28.3217943998,39.0,80
80,estagent_numpy,52,0,0,52,0,812.0,41.6730769231,27.1284134002,36.0,81
80,dmn,48,0,24,24,0,379.0,41.1875,28.9371850235,40.0,81
81,estagent_numpy,53,0,1,52,0,812.0,41.8867924528,27.4629495711,36.0,82
81,dmn,47,0,22,25,0,370.0,43.0,28.6965043464,41.0,82
82,estagent_numpy,53,0,1,52,0,820.0,42.5471698113,27.8646093505,37.0,83
82,dmn,47,0,22,25,0,395.0,43.4042553191,29.2863046741,42.0,83
83,estagent_numpy,52,0,2,50,0,788.0,42.1923076923,28.2244019229,36.0,84
83,dmn,48,0,23,25,0,395.0,43.5,29.6352830255,43.0,84
84,estagent_numpy,53,0,3,50,0,795.0,39.2264150943,28.2960371313,34.0,85
84,dmn,47,0,23,24,0,379.0,45.0212765957,29.7303408041,44.0,85
85,estagent_numpy,53,0,0,53,0,843.0,40.2264150943,28.2960371313,35.0,86
85,dmn,47,0,24,23,0,363.0,44.2127659574,29.8285427852,45.0,86
86,estagent_numpy,53,0,0,53,0,843.0,41.2264150943,28.2960371313,36.0,87
86,dmn,47,0,24,23,0,363.0,45.2127659574,29.8285427852,46.0,87
87,estagent_numpy,53,0,0,53,0,843.0,42.2264150943,28.2960371313,37.0,88
87,dmn,47,0,24,23,0,363.0,46.2127659574,29.8285427852,47.0,88
88,estagent_numpy,53,0,0,53,0,843.0,43.2264150943,28.2960371313,38.0,89
88,dmn,47,0,24,23,0,363.0,47.2127659574,29.8285427852,48.0,89
89,estagent_numpy,53,0,2,51,0,811.0,43.6981132075,28.9179613217,39.0,90
89,dmn,47,0,25,22,0,347.0,48.2127659574,29.8285427852,49.0,90
90,estagent_numpy,53,0,0,53,0,869.0,44.6981132075,28.9179613217,40.0,91
90,dmn,47,0,25,22,0,347.0,49.2127659574,29.8285427852,50.0,91
91,estagent_numpy,55,0,2,53,0,869.0,44.0727272727,29.5947504838,40.0,92
91,dmn,45,0,24,21,0,331.0,51.6,29.7212232439,51.0,92
92,estagent_numpy,55,0,2,53,0,869.0,43.4727272727,30.6071022925,39.0,93
92,dmn,45,0,24,21,0,331.0,52.6,29.7212232439,52.0,93
93,estagent_numpy,55,0,2,53,0,869.0,43.0727272727,31.6531512408,39.0,94
93,dmn,45,0,25,20,0,315.0,53.6,29.7212232439,53.0,94
94,estagent_numpy,56,0,1,55,0,927.0,43.3035714286,31.8836722896,39.0,95
94,dmn,44,0,25,19,0,299.0,53.75,29.5112651834,54.0,95
95,estagent_numpy,55,0,0,55,0,901.0,44.9818181818,31.7693339325,41.0,96
95,dmn,45,0,26,19,0,299.0,53.5555555556,30.2379860849,55.0,96
96,estagent_numpy,55,0,1,54,0,855.0,45.9272727273,31.8438545779,42.0,97
96,dmn,45,0,26,19,0,299.0,53.9777777778,30.9978414223,56.0,97
97,estagent_numpy,55,0,1,54,0,117.0,45.3454545455,31.925036161,41.0,98
97,dmn,45,0,27,18,0,45.0,53.0444444444,31.5854787701,47.0,98
98,estagent_numpy,55,0,1,54,0,305.0,44.8363636364,32.0708100849,41.0,99
98,dmn,45,0,28,17,0,129.0,51.8222222222,31.858219863,46.0,99
99,estagent_numpy,56,0,1,55,0,369.0,45.0357142857,32.3330681489,38.5,100
99,dmn,44,0,26,18,0,74.0,53.9772727273,31.2726199126,48.0,100
100,estagent_numpy,57,0,3,54,0,479.0,44.6842105263,33.2028100136,36.0,101
100,dmn,43,0,26,17,0,160.0,55.7674418605,31.1969268085,50.0,101
101,estagent_numpy,57,0,3,54,0,656.0,43.8245614035,34.3149104756,35.0,102
101,dmn,43,0,26,17,0,195.0,56.7674418605,31.1969268085,51.0,102
102,estagent_numpy,57,0,0,57,0,747.0,44.8245614035,34.3149104756,36.0,103
102,dmn,43,0,26,17,0,231.0,57.7674418605,31.1969268085,52.0,103
103,estagent_numpy,55,0,0,55,0,743.0,45.6545454545,34.920282297,36.0,104
103,dmn,45,0,28,17,0,231.0,56.2,32.7370669968,51.0,104
104,estagent_numpy,56,0,1,55,0,745.0,45.8392857143,35.1312725898,35.5,105
104,dmn,44,0,26,18,0,242.0,58.4545454545,32.0194930298,53.0,105
105,estagent_numpy,57,0,1,56,0,762.0,46.0350877193,35.3379498369,35.0,106
105,dmn,43,0,25,18,0,243.0,60.023255814,32.1692387893,55.0,106
106,estagent_numpy,58,0,1,57,0,771.0,46.2413793103,35.5408023626,35.5,107
106,dmn,42,0,24,18,0,243.0,60.2857142857,32.1886446365,55.0,107
107,estagent_numpy,58,0,1,57,0,776.0,46.0172413793,35.8879921227,36.0,108
107,dmn,42,0,24,18,0,243.0,61.2857142857,32.1886446365,56.0,108
108,estagent_numpy,59,0,4,55,0,755.0,43.9152542373,36.0730370858,35.0,109
108,dmn,41,0,23,18,0,243.0,62.9756097561,32.2705693941,58.0,109
109,estagent_numpy,58,0,2,56,0,755.0,44.3103448276,36.6907894562,35.5,110
109,dmn,42,0,24,18,0,243.0,62.4761904762,33.2982468402,58.0,110
110,estagent_numpy,59,0,1,58,0,795.0,44.5593220339,36.8254108962,36.0,111
110,dmn,41,0,22,19,0,257.0,60.6341463415,34.4487998287,55.0,111
111,estagent_numpy,59,0,0,59,0,809.0,45.5593220339,36.8254108962,37.0,112
111,dmn,41,0,21,20,0,257.0,61.6341463415,34.4487998287,56.0,112
112,estagent_numpy,62,0,3,59,0,197.0,44.3548387097,37.2299293295,36.0,113
112,dmn,38,0,21,17,0,73.0,64.4736842105,34.9501425659,61.0,113
113,estagent_numpy,61,0,2,59,0,458.0,45.5409836066,37.6448345228,39.0,114
113,dmn,39,0,22,17,0,112.0,63.8205128205,35.972832908,61.0,114
114,estagent_numpy,61,0,3,58,0,259.0,45.6885245902,38.2967451357,36.0,115
114,dmn,39,0,21,18,0,54.0,62.9487179487,37.3204753851,58.0,115
115,estagent_numpy,63,0,3,60,0,394.0,43.4126984127,37.848333473,34.0,116
115,dmn,37,0,19,18,0,119.0,62.5675675676,37.3222204233,57.0,116
116,estagent_numpy,64,0,5,59,0,474.0,39.125,36.5605234508,27.0,117
116,dmn,36,0,18,18,0,152.0,60.9444444444,38.436776692,57.0,117
117,estagent_numpy,64,0,2,62,0,656.0,38.90625,37.1738814349,26.0,118
117,dmn,36,0,18,18,0,198.0,61.9444444444,38.436776692,58.0,118
118,estagent_numpy,63,0,0,63,0,684.0,40.4603174603,37.2046359105,27.0,119
118,dmn,37,0,18,19,0,209.0,61.2702702703,39.2219248178,58.0,119
119,estagent_numpy,64,0,3,61,0,671.0,38.28125,36.5049092375,22.0,120
119,dmn,36,0,17,19,0,209.0,57.8888888889,40.8076638893,55.5,120
120,estagent_numpy,64,0,1,63,0,682.0,38.671875,36.812045705,21.5,121
120,dmn,36,0,15,21,0,231.0,58.8888888889,40.8076638893,56.5,121
121,estagent_numpy,64,0,0,64,0,704.0,39.671875,36.812045705,22.5,122
121,dmn,36,0,16,20,0,220.0,59.8888888889,40.8076638893,57.5,122
122,estagent_numpy,64,0,0,64,0,704.0,40.671875,36.812045705,23.5,123
122,dmn,36,0,15,21,0,227.0,60.8888888889,40.8076638893,58.5,123
123,estagent_numpy,63,0,1,62,0,682.0,40.9682539683,37.0764839063,24.0,124
123,dmn,37,0,16,21,0,231.0,60.2432432432,41.4457674984,58.0,124
124,estagent_numpy,64,0,1,63,0,693.0,41.328125,37.1349122657,25.0,125
124,dmn,36,0,14,22,0,242.0,59.7777777778,41.0610055021,57.0,125
125,estagent_numpy,64,0,1,63,0,693.0,40.6875,36.6012615049,25.5,126
125,dmn,36,0,15,21,0,231.0,60.7777777778,41.0610055021,58.0,126
126,estagent_numpy,63,0,0,63,0,693.0,40.5555555556,35.7619012393,26.0,127
126,dmn,37,0,17,20,0,220.0,60.1351351351,41.6842456222,57.0,127
127,estagent_numpy,64,0,2,62,0,682.0,40.921875,35.8361308107,27.0,128
127,dmn,36,0,17,19,0,200.0,62.4444444444,41.5019707996,60.0,128
128,estagent_numpy,63,0,1,62,0,682.0,42.4285714286,35.8912441397,28.0,129
128,dmn,37,0,18,19,0,209.0,61.7567567568,42.1710836022,59.0,129
129,estagent_numpy,65,0,3,62,0,682.0,42.1230769231,36.0864379777,29.0,130
129,dmn,35,0,17,18,0,198.0,64.5714285714,42.6402128876,64.0,130
130,estagent_numpy,66,0,3,63,0,682.0,41.1363636364,36.0420151976,26.5,131
130,dmn,34,0,17,17,0,187.0,63.6470588235,41.7378952885,63.0,131
131,estagent_numpy,66,0,1,65,0,704.0,42.1363636364,36.0420151976,27.5,132
131,dmn,34,0,17,17,0,187.0,64.6470588235,41.7378952885,64.0,132
132,estagent_numpy,66,0,2,64,0,704.0,42.8787878788,36.2806882229,28.5,133
132,dmn,34,0,19,15,0,165.0,65.2647058824,42.2654836393,65.0,133
133,estagent_numpy,66,0,2,64,0,704.0,42.9393939394,36.5749039593,28.5,134
133,dmn,34,0,20,14,0,145.0,65.0588235294,43.7821755139,66.0,134
134,estagent_numpy,67,0,3,64,0,704.0,42.7910447761,37.0173566847,28.0,135
134,dmn,33,0,17,16,0,157.0,64.6666666667,43.692913694,65.0,135
135,estagent_numpy,67,0,1,66,0,726.0,43.7910447761,37.0173566847,29.0,136
135,dmn,33,0,17,16,0,170.0,65.6666666667,43.692913694,66.0,136
136,estagent_numpy,66,0,1,65,0,715.0,44.9696969697,37.2680583427,29.5,137
136,dmn,34,0,18,16,0,165.0,64.7352941176,44.4524258741,66.0,137
137,estagent_numpy,66,0,1,65,0,715.0,45.9696969697,37.2680583427,30.5,138
137,dmn,34,0,18,16,0,245.0,65.7352941176,44.4524258741,67.0,138
138,estagent_numpy,67,0,6,61,0,671.0,44.2686567164,38.6073158675,30.0,139
138,dmn,33,0,17,16,0,245.0,64.5454545455,43.2764831576,67.0,139
139,estagent_numpy,68,0,3,65,0,715.0,43.3676470588,38.7070081858,28.0,140
139,dmn,32,0,16,16,0,245.0,65.78125,43.926596709,69.0,140
140,estagent_numpy,69,0,2,67,0,737.0,43.7391304348,38.7734602845,29.0,141
140,dmn,31,0,16,15,0,187.0,68.4516129032,43.6177225816,71.0,141
141,estagent_numpy,69,0,2,67,0,737.0,44.6376811594,38.8784695137,30.0,142
141,dmn,31,0,16,15,0,187.0,67.1612903226,45.2570413514,70.0,142
142,estagent_numpy,68,0,1,67,0,737.0,46.25,38.8316028816,31.0,143
142,dmn,32,0,17,15,0,187.0,66.0625,46.0515590806,68.5,143
143,estagent_numpy,68,0,1,67,0,737.0,47.25,38.8316028816,32.0,144
143,dmn,32,0,16,16,0,157.0,67.0625,46.0515590806,69.5,144
144,estagent_numpy,67,0,4,63,0,693.0,47.0298507463,39.5342172404,32.0,145
144,dmn,33,0,18,15,0,154.0,66.0303030303,46.7828541814,68.0,145
145,estagent_numpy,67,0,1,66,0,726.0,46.7313432836,39.6287179487,33.0,146
145,dmn,33,0,17,16,0,176.0,67.0303030303,46.7828541814,69.0,146
146,estagent_numpy,67,0,0,67,0,134.0,47.7313432836,39.6287179487,34.0,147
146,dmn,33,0,17,16,0,32.0,68.0303030303,46.7828541814,70.0,147
147,estagent_numpy,68,0,1,67,0,72.0,48.0294117647,39.7536423001,34.5,148
147,dmn,32,0,17,15,0,25.0,71.0625,46.0515590806,73.5,148
148,estagent_numpy,67,0,0,67,0,63.0,49.2388059701,40.0119719219,36.0,149
148,dmn,33,0,18,15,0,37.0,69.1515151515,47.8514881895,72.0,149
149,estagent_numpy,68,0,3,65,0,191.0,48.3823529412,40.4220489526,35.5,150
149,dmn,32,0,16,16,0,33.0,69.90625,48.5729859175,70.0,150
150,estagent_numpy,69,0,3,66,0,235.0,48.4492753623,40.7681803428,36.0,151
150,dmn,31,0,17,14,0,52.0,66.8064516129,50.0995263353,54.0,151
151,estagent_numpy,71,0,4,67,0,303.0,48.0704225352,40.9975347743,37.0,152
151,dmn,29,0,14,15,0,72.0,63.9655172414,51.1255943452,54.0,152
152,estagent_numpy,73,0,5,68,0,434.0,47.6438356164,41.2998954734,37.0,153
152,dmn,27,0,13,14,0,65.0,68.3703703704,51.3716654487,56.0,153
153,estagent_numpy,74,0,6,68,0,511.0,47.0405405405,41.6417926728,38.0,154
153,dmn,26,0,13,13,0,100.0,71.8076923077,50.7952293571,67.0,154
154,estagent_numpy,75,0,10,65,0,570.0,46.9866666667,42.0404545911,39.0,155
154,dmn,25,0,13,12,0,122.0,66.2,51.5006796072,57.0,155
155,estagent_numpy,75,0,11,64,0,668.0,47.2133333333,42.3629691542,40.0,156
155,dmn,25,0,12,13,0,140.0,67.2,51.5006796072,58.0,156
156,estagent_numpy,75,0,14,61,0,702.0,44.64,40.3427449074,40.0,157
156,dmn,25,0,12,13,0,156.0,68.2,51.5006796072,59.0,157
157,estagent_numpy,75,0,15,60,0,778.0,45.64,40.3427449074,41.0,158
157,dmn,25,0,12,13,0,174.0,69.2,51.5006796072,60.0,158
158,estagent_numpy,74,0,18,56,0,793.0,46.6891891892,40.6121821943,41.0,159
158,dmn,26,0,13,13,0,174.0,67.5384615385,52.2245379765,55.0,159
159,estagent_numpy,74,0,18,56,0,807.0,47.6891891892,40.6121821943,42.0,160
159,dmn,26,0,12,14,0,182.0,68.5384615385,52.2245379765,56.0,160
160,estagent_numpy,74,0,17,57,0,825.0,48.6891891892,40.6121821943,43.0,161
160,dmn,26,0,12,14,0,182.0,69.5384615385,52.2245379765,57.0,161
161,estagent_numpy,76,0,19,57,0,825.0,48.4078947368,40.8251011639,43.0,162
161,dmn,24,0,11,13,0,174.0,66.125,50.773444913,48.0,162
162,estagent_numpy,76,0,20,56,0,835.0,49.0,41.2042409672,44.0,163
162,dmn,24,0,11,13,0,174.0,67.125,50.773444913,49.0,163
163,estagent_numpy,75,0,18,57,0,863.0,49.3466666667,42.0131704218,45.0,164
163,dmn,25,0,12,13,0,174.0,65.44,51.457228841,46.0,164
164,estagent_numpy,75,0,16,59,0,868.0,49.8933333333,42.4237585427,46.0,165
164,dmn,25,0,11,14,0,178.0,66.44,51.457228841,47.0,165
165,estagent_numpy,75,0,16,59,0,892.0,50.8933333333,42.4237585427,47.0,166
165,dmn,25,0,11,14,0,178.0,60.84,48.9110866778,47.0,158
166,estagent_numpy,75,0,20,55,0,857.0,49.9866666667,43.3738764184,44.0,167
166,dmn,25,0,10,15,0,193.0,61.84,48.9110866778,48.0,159
167,estagent_numpy,76,0,20,56,0,859.0,48.5131578947,44.4446709318,41.0,168
167,dmn,24,0,9,15,0,210.0,61.0833333333,49.1408830699,44.5,160
