generation,strategy,nAgents,nInnovate,nObserve,nExploit,nRefine,totalPayoffs,avgLifespan,stdLifespan,medLifespan,maxLifespan
0,exagent,47,47,0,0,0,0,1.0,0.0,1.0,1
0,otheragent,53,53,0,0,0,0,1.0,0.0,1.0,1
1,exagent,47,0,0,47,0,203.0,2.0,0.0,2.0,2
1,otheragent,53,0,0,53,0,221.0,2.0,0.0,2.0,2
2,exagent,46,0,0,46,0,219.0,3.0,0.0,3.0,3
2,otheragent,54,1,53,0,0,0,2.96296296296,0.269633699603,3.0,3
3,exagent,48,2,0,46,0,215.0,3.875,0.599478940414,4.0,4
3,otheragent,52,2,0,50,0,691.0,3.84615384615,0.631987566352,4.0,4
4,exagent,48,1,1,46,0,224.0,4.79166666667,0.815432741283,5.0,5
4,otheragent,52,1,49,2,0,1.0,4.76923076923,0.823112867655,5.0,5
5,exagent,49,3,1,45,0,221.0,5.48979591837,1.40149262966,6.0,6
5,otheragent,51,0,2,49,0,918.0,5.76470588235,0.83050268959,6.0,6
6,exagent,49,0,1,48,0,274.0,6.48979591837,1.40149262966,7.0,7
6,otheragent,51,1,48,2,0,52.0,6.64705882353,1.1517000122,7.0,7
7,exagent,49,2,0,47,0,287.0,7.26530612245,1.87110695387,8.0,8
7,otheragent,51,1,2,48,0,948.0,7.50980392157,1.47359170416,8.0,8
8,exagent,49,1,1,47,0,300.0,8.10204081633,2.13087026352,9.0,9
8,otheragent,51,1,47,3,0,62.0,8.35294117647,1.80221573225,9.0,9
9,exagent,50,2,0,48,0,329.0,8.76,2.63484344886,10.0,10
9,otheragent,50,2,3,45,0,1108.0,8.98,2.43712945902,10.0,10
10,exagent,51,1,0,50,0,330.0,9.58823529412,2.87774742101,11.0,11
10,otheragent,49,1,43,5,0,83.0,9.75510204082,2.75925612754,11.0,11
11,exagent,51,0,1,50,0,357.0,10.5882352941,2.87774742101,12.0,12
11,otheragent,49,1,5,43,0,1095.0,10.693877551,2.93608153165,12.0,12
12,exagent,50,1,0,49,0,436.0,11.32,3.24616697044,13.0,13
12,otheragent,50,2,42,6,0,130.0,11.24,3.57524824313,13.0,13
13,exagent,50,3,0,47,0,437.0,11.54,4.17712820009,14.0,14
13,otheragent,50,1,6,43,0,1152.0,11.98,3.89610061472,14.0,14
14,exagent,51,1,0,50,0,384.0,12.3137254902,4.43466821748,15.0,15
14,otheragent,49,1,42,6,0,58.0,12.7142857143,4.27140468221,15.0,15
15,exagent,51,1,1,49,0,396.0,13.0196078431,4.73406593093,16.0,16
15,otheragent,49,3,6,40,0,962.0,12.7959183673,5.19410808999,16.0,16
16,exagent,51,1,0,50,0,412.0,13.7058823529,5.0460394784,17.0,17
16,otheragent,49,0,40,9,0,159.0,13.7959183673,5.19410808999,17.0,17
17,exagent,50,1,0,49,0,395.0,14.3,5.39722150741,18.0,18
17,otheragent,50,1,9,40,0,1040.0,14.52,5.49268604601,18.0,18
18,exagent,49,0,1,48,0,385.0,15.2244897959,5.42580871851,19.0,19
18,otheragent,51,2,39,10,0,218.0,14.8823529412,6.09933155715,19.0,19
19,exagent,49,0,1,48,0,394.0,16.2244897959,5.42580871851,20.0,20
19,otheragent,51,1,10,40,0,1001.0,15.5098039216,6.40885584913,20.0,20
20,exagent,49,0,1,48,0,404.0,17.2244897959,5.42580871851,21.0,21
20,otheragent,51,0,40,11,0,242.0,16.5098039216,6.40885584913,21.0,21
21,exagent,50,1,1,48,0,442.0,17.88,5.88774999469,22.0,22
21,otheragent,50,0,10,40,0,1019.0,17.48,6.46912667985,22.0,22
22,exagent,50,1,1,48,0,466.0,18.44,6.36603487267,23.0,23
22,otheragent,50,1,39,10,0,260.0,18.28,6.84116949066,23.0,23
23,exagent,50,0,1,49,0,459.0,19.44,6.36603487267,24.0,24
23,otheragent,50,2,10,38,0,962.0,18.36,7.64397802195,24.0,24
24,exagent,51,3,2,46,0,471.0,19.8235294118,7.35835095111,25.0,25
24,otheragent,49,3,34,12,0,283.0,17.7755102041,8.66912256022,25.0,25
25,exagent,51,1,1,49,0,547.0,20.3333333333,7.81568725835,26.0,26
25,otheragent,49,0,12,37,0,868.0,18.7755102041,8.66912256022,26.0,26
26,exagent,52,2,1,49,0,538.0,20.5384615385,8.67015557145,27.0,27
26,otheragent,48,0,36,12,0,312.0,19.625,8.69536514472,26.0,27
27,exagent,51,3,0,48,0,562.0,20.2549019608,9.62399602557,25.0,28
27,otheragent,49,1,12,36,0,973.0,20.2244897959,9.04245159579,26.0,28
28,exagent,50,2,1,47,0,605.0,21.28,9.86922489358,27.5,29
28,otheragent,50,3,35,12,0,286.0,20.36,10.0394422156,26.0,29
29,exagent,49,1,0,48,0,416.0,22.1428571429,10.0285307284,30.0,30
29,otheragent,51,2,12,37,0,675.0,20.3921568627,10.6146004356,24.0,30
30,exagent,48,0,10,38,0,275.0,22.9791666667,10.0674590955,29.0,31
30,otheragent,52,2,36,14,0,253.0,20.4230769231,11.1257603955,23.0,31
31,exagent,47,1,3,43,0,431.0,23.2978723404,10.6249703752,28.0,32
31,otheragent,53,1,14,38,0,757.0,21.0377358491,11.3652271128,23.0,32
32,exagent,47,1,8,38,0,524.0,23.7659574468,11.1397558435,29.0,33
32,otheragent,53,2,37,14,0,490.0,21.1132075472,11.9348235948,24.0,33
33,exagent,46,1,0,45,0,553.0,23.847826087,11.5982895877,29.0,34
33,otheragent,54,1,14,39,0,1524.0,21.7222222222,12.1615920417,24.5,34
34,exagent,46,0,9,37,0,511.0,24.847826087,11.5982895877,30.0,35
34,otheragent,54,1,38,15,0,681.0,22.6481481481,12.2809056962,25.5,35
35,exagent,47,1,2,44,0,880.0,25.3191489362,12.0214460542,31.0,36
35,otheragent,53,0,15,38,0,1771.0,23.5283018868,12.364898238,26.0,36
36,exagent,47,0,3,44,0,986.0,26.3191489362,12.0214460542,32.0,37
36,otheragent,53,0,38,15,0,738.0,24.5283018868,12.364898238,27.0,37
37,exagent,45,1,1,43,0,921.0,26.4222222222,12.7601617699,33.0,38
37,otheragent,55,2,15,38,0,1860.0,24.6363636364,12.9774120356,27.0,38
38,exagent,45,0,3,42,0,973.0,27.4222222222,12.7601617699,34.0,39
38,otheragent,55,1,37,17,0,802.0,25.1272727273,13.3784827859,27.0,39
39,exagent,45,1,0,44,0,337.0,28.1111111111,13.2450782846,35.0,40
39,otheragent,55,4,15,36,0,458.0,24.0909090909,14.3859435527,25.0,40
40,exagent,46,3,17,26,0,115.0,27.7173913043,14.6029524166,34.0,41
40,otheragent,54,2,34,18,0,239.0,24.1851851852,14.9877407608,25.0,41
41,exagent,46,0,2,44,0,158.0,28.7173913043,14.6029524166,35.0,42
41,otheragent,54,0,18,36,0,89.0,25.1851851852,14.9877407608,26.0,42
42,exagent,48,2,17,29,0,76.0,28.5208333333,15.4042602107,34.0,43
42,otheragent,52,1,34,17,0,74.0,25.9038461538,15.2028079585,27.0,43
43,exagent,47,0,6,41,0,111.0,29.3191489362,15.5044350319,35.0,44
43,otheragent,53,1,17,35,0,103.0,26.4150943396,15.4656453876,27.0,44
44,exagent,47,0,14,33,0,98.0,30.3191489362,15.5044350319,36.0,45
44,otheragent,53,1,34,18,0,10.0,27.1886792453,15.760060104,28.0,45
45,exagent,47,0,7,40,0,127.0,31.3191489362,15.5044350319,37.0,46
45,otheragent,53,0,18,35,0,88.0,28.1886792453,15.760060104,29.0,46
46,exagent,46,1,12,33,0,142.0,31.0,15.9945642941,34.5,47
46,otheragent,54,1,35,18,0,41.0,28.6666666667,16.0692943909,29.5,47
47,exagent,45,0,6,39,0,262.0,31.6444444444,15.9904910015,35.0,48
47,otheragent,55,2,18,35,0,128.0,28.2909090909,16.5953692635,29.0,48
48,exagent,46,2,11,33,0,166.0,30.9130434783,16.877855426,34.5,49
48,otheragent,54,1,35,18,0,74.0,28.9259259259,17.1084253143,28.5,49
49,exagent,46,0,5,41,0,465.0,31.9130434783,16.877855426,35.5,50
49,otheragent,54,1,17,36,0,189.0,29.4444444444,17.5443001894,29.5,50
50,exagent,46,1,11,34,0,378.0,32.6956521739,17.2196419258,36.5,51
50,otheragent,54,0,36,18,0,128.0,30.4444444444,17.5443001894,30.5,51
51,exagent,47,1,2,44,0,673.0,33.0,17.6767668171,36.0,52
51,otheragent,53,0,18,35,0,520.0,31.6981132075,17.6106581211,33.0,52
52,exagent,45,0,10,35,0,535.0,33.4444444444,17.810802659,36.0,53
52,otheragent,55,2,35,18,0,463.0,31.5454545455,18.2774756381,31.0,53
53,exagent,45,0,1,44,0,975.0,34.4444444444,17.810802659,37.0,54
53,otheragent,55,0,18,37,0,1621.0,32.5454545455,18.2774756381,32.0,54
54,exagent,45,0,8,37,0,1011.0,35.4444444444,17.810802659,38.0,55
54,otheragent,55,0,37,18,0,1835.0,33.5454545455,18.2774756381,33.0,55
55,exagent,45,1,0,44,0,1737.0,36.2888888889,18.086977786,39.0,56
55,otheragent,55,2,17,36,0,4477.0,32.6727272727,18.9555024829,29.0,56
56,exagent,45,0,6,39,0,1716.0,37.2888888889,18.086977786,40.0,57
56,otheragent,55,0,36,19,0,2544.0,33.6727272727,18.9555024829,30.0,57
57,exagent,46,1,1,44,0,2668.0,37.4782608696,18.6975226567,37.5,58
57,otheragent,54,2,18,34,0,5261.0,32.8518518519,19.4920756999,30.0,58
58,exagent,46,0,1,45,0,2815.0,38.4782608696,18.6975226567,38.5,59
58,otheragent,54,1,34,19,0,2706.0,32.9444444444,19.856351411,31.0,59
59,exagent,47,2,3,42,0,2809.0,37.4042553191,19.7964746211,36.0,60
59,otheragent,53,1,19,33,0,4949.0,32.3396226415,19.8493794364,31.0,60
60,exagent,44,1,1,42,0,2831.0,37.7727272727,20.9391582235,36.0,61
60,otheragent,56,4,33,19,0,2876.0,31.5535714286,20.713108033,31.5,61
61,exagent,45,1,0,44,0,2988.0,37.9333333333,21.4407711304,36.0,62
61,otheragent,55,1,18,36,0,4955.0,31.4,20.9220197183,30.0,62
62,exagent,44,1,2,41,0,2988.0,39.6590909091,21.1347873313,38.0,63
62,otheragent,56,2,35,19,0,2876.0,31.5892857143,21.4257661854,28.5,63
63,exagent,44,0,0,44,0,3288.0,40.6590909091,21.1347873313,39.0,64
63,otheragent,56,0,19,37,0,5439.0,32.5892857143,21.4257661854,29.5,64
64,exagent,44,0,3,41,0,3305.0,41.6590909091,21.1347873313,40.0,65
